VideoGameGenres_09_nouns.csv
Unique nouns: 172, Total nouns: 388
Total time: Uncomputed,Cost per noun: Uncomputed
people,"['\n\nThis model, which was based on observing and analyzing the behaviors people playing together in a multi-user game, holds that there are four different kinds of play style interests, each of which is given a descriptive name:', '\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",7
kind,"['\n\nThis model, which was based on observing and analyzing the behaviors people playing together in a multi-user game, holds that there are four different kinds of play style interests, each of which is given a descriptive name:', ""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",2
interest,"['\n\nThis model, which was based on observing and analyzing the behaviors people playing together in a multi-user game, holds that there are four different kinds of play style interests, each of which is given a descriptive name:', ""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",3
name,"['\n\nThis model, which was based on observing and analyzing the behaviors people playing together in a multi-user game, holds that there are four different kinds of play style interests, each of which is given a descriptive name:', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",2
killers,"['Killers, Achievers, Explorers, and Socializers.', '\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",3
achievers,"['Killers, Achievers, Explorers, and Socializers.', ""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", '\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",4
explorers,"['Killers, Achievers, Explorers, and Socializers.', 'At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",3
socializer,"['Killers, Achievers, Explorers, and Socializers.', ""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",4
killer,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",2
functioning,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
world,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.', 'Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.', 'Acting or Interacting (content), and Players or World (control).', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.', 'A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",13
experience,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
status,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
token,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
rule,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",3
challenge,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
explorer,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",2
operation,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
form,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",2
relationship,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",3
story,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms.""]",1
combination,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",3
content,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.', 'Acting or Interacting (content), and Players or World (control).', ""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",4
control,"[""Killers: interfere with the functioning of the game world or the play experience of other players\n\nAchievers: accumulate status tokens by beating the rules-based challenges of the game world\n\nExplorers: discover the systems governing the operation of the game world\n\nSocializers: form relationships with other players by telling stories within the game world\n\nThese four styles emerged from the combination of two primary gameplay interests, which I've called Content and Control, each of which has two mutually exclusive forms."", 'Control refers to how players want to experience the game world -- either through the dynamic behaviors of other players, or with the relatively static world of the game itself.', 'Acting or Interacting (content), and Players or World (control).', ""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",4
object,"['Content is defined to mean either acting simply and directly on objects in the game world, or interacting more deeply with world-systems.', '\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",3
thing,"['\n\nKillers and Achievers both turned out to be mostly interested in acting on things or people, treating things and people as external objects.', 'At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",6
time,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.', 'However, by the time he proposed his grouping model in the second edition of his book, I had already worked out a somewhat different arrangement.']",2
level,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
quality,"['At the same time, Explorers and Socializers both seemed to prefer a deeper level of interacting with things or other people, focusing on internal qualities.']",1
socializers,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
opportunity,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.', 'Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",2
property,"['Similarly, Killers and Socializers both seemed eager to have the opportunity to control how they are able to play dynamically with others in the game world, while Achievers and Explorers seemed most interested in controlling their relationships with the developer-defined objects in and properties of the game world itself.']",1
basis,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
pair,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
goal,['\n\nThe bases of the Bartle Types are thus two pairs of complementary player goals:'],1
interacting,"['Acting or Interacting (content), and Players or World (control).', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",2
players,"['Acting or Interacting (content), and Players or World (control).', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",2
line,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
angle,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
grid,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.']",1
quadrant,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", ""Here's how these four styles are represented (using my two axes, not Keirsey's) with the same kind of four-quadrant format that Richard Bartle used for the four Bartle Types:\n\nThe Keirsey Temperaments (Stewart Format)""]",5
preference,"['Bartle represented these interests as two lines at right angles to each other to create a grid with four quadrants, each quadrant corresponding to one of the four observed play style preferences.', 'By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.', 'Rather than the two dimensions that Keirsey used in his model, I believe the two most fundamentally distinctive dimensions of human behavior are Internals (a preference for seeing possibilities and the abstract) vs. Externals (seeing the concrete and realistic), and Change (which can be thought of as freedom or opportunity) vs. Structure (which can be understood as rules or organization).']",3
acting,"['By determining his preference for Acting vs. Interacting and for Players vs. World, then looking up the play style in the quadrant corresponding to that combination, any gamer could easily identify his naturally preferred play style.']",1
example,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.']",1
achiever,"['A gamer who prefers acting over interacting and is focused more on the world of the game than other players, for example, would most likely demonstrate Achiever behaviors when playing a game.', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",2
diagram,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
conjunction,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
concern,"[""Here's a diagram showing how the four Bartle Types emerge from the conjunction of the two major gamer concerns with content and control.""]",1
table,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
degree,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
clockwise,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
version,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
reason,"['(Note: This table is rotated 90 degrees clockwise from the version presented in ""Players Who Suit MUDs"" for reasons that will become apparent later in this article.)']",1
temperament,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.', 'In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had."", 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Keirsey and Bartle\n\nThe first of the two major assertions I make in this article is that the four temperaments described by David Keirsey --']",5
1970,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
psychologist,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
pattern,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
myers,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
briggs,"['The   Bartle Types\n\nThe Four Keirsey Temperaments\n\nIn the 1970s, psychologist David Keirsey identified four general patterns from the sixteen types of the Myers-Briggs personality model.']",1
marilyn,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
bates,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
artisan,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",3
sensing,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",2
action,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
sensation,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
seeking,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', ""(iNtuition + Feeling): imaginative, diplomatic, emotional, relationship-oriented, dramatic, person-focused, identity-seeking\n\nIn the second edition of Keirsey's book, Please Understand Me II, Keirsey grouped his four temperaments as four quadrants across two axes to show how they were related according to an internal structure, very much as Richard Bartle had.""]",3
guardian,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",3
judging,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
detail,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
process,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking']",1
security,"['In his book (co-written with Marilyn Bates) Please Understand Me, Keirsey described these four ""temperaments,"" giving them descriptive names much as Richard Bartle named his player types:\n\nArtisan (Sensing + Perceiving): realistic, tactical, manipulative (of things or people), pragmatic, impulsive, action-focused, sensation-seeking\n\nGuardian (Sensing + Judging): practical, logistical, hierarchical, organized, detail-oriented, possessive, process-focused, security-seeking', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)']",2
rational,"['Rational (iNtuition + Thinking): innovative, strategic, logical, scientific/technological, future-oriented, result-focused, knowledge-seeking\n\nIdealist', 'Each of the four temperaments is thus a combination of External/Internal and Change/Structure:\n\nArtisan\n\nwants   the power to be free to act at will on people and things\n\nGuardian\n\nwants   the security of possessions obtained by following the rules\n\nRational\n\nwants   the satisfaction of understanding how things work\n\nIdealist\n\nInternal   Change\n\nwants   people to cooperate toward happiness (self-actualization)', 'Artisan, Guardian, Rational, and Idealist -- are supersets of the original four player types -- Killer, Achiever, Explorer, and Socializer, respectively -- as described by Richard Bartle.']",3
